netID,wisID,probeID,daysSince1Jan2000,Temperature,time_stamp
3485,142,2,4744.687546,6.63,12/27/2012 16:30
3485,142,2,4744.708333,5.5,12/27/2012 16:59
3485,142,2,4744.729167,4.56,12/27/2012 17:30
3485,142,2,4744.750046,3.63,12/27/2012 18:00
3485,142,2,4744.770833,3.44,12/27/2012 18:29
3485,142,2,4744.791667,3.06,12/27/2012 19:00
3485,142,2,4744.812546,2.94,12/27/2012 19:30
3485,142,2,4744.833333,2.13,12/27/2012 19:59
3485,142,2,4744.854167,1.63,12/27/2012 20:30
3485,142,2,4744.875046,1.13,12/27/2012 21:00
3485,142,2,4744.895833,0.88,12/27/2012 21:29
3485,142,2,4744.916667,0.63,12/27/2012 22:00
3485,142,2,4744.937546,0.44,12/27/2012 22:30
3485,142,2,4744.958333,0.44,12/27/2012 22:59
3485,142,2,4744.979167,0.25,12/27/2012 23:30
3485,142,2,4745.000046,0.06,12/28/2012 0:00
3485,142,2,4745.020833,NA,12/28/2012 0:29
3485,142,2,4745.041667,-0.25,12/28/2012 1:00
3485,142,2,4745.062546,-0.38,12/28/2012 1:30
3485,142,2,4745.083333,-0.69,12/28/2012 1:59
3485,142,2,4745.104167,-0.81,12/28/2012 2:30
3485,142,2,4745.125046,-0.94,12/28/2012 3:00
3485,142,2,4745.145833,-1.13,12/28/2012 3:29
3485,142,2,4745.166667,-1.25,12/28/2012 4:00
3485,142,2,4745.187546,-1.31,12/28/2012 4:30
3485,142,2,4745.208333,-1.5,12/28/2012 4:59
3485,142,2,4745.229167,-1.69,12/28/2012 5:30
3485,142,2,4745.250046,-2.06,12/28/2012 6:00
3485,142,2,4745.270833,-1.75,12/28/2012 6:29
3485,142,2,4745.291667,-1.94,12/28/2012 7:00
3485,142,2,4745.312546,-2.56,12/28/2012 7:30
3485,142,2,4745.333287,-2.44,12/28/2012 7:59
3485,142,2,4745.354167,-1.56,12/28/2012 8:30
3485,142,2,4745.375046,-0.19,12/28/2012 9:00
3485,142,2,4745.395833,3.19,12/28/2012 9:29
3485,142,2,4745.416667,4.31,12/28/2012 10:00
3485,142,2,4745.437546,5.31,12/28/2012 10:30
3485,142,2,4745.458333,6.44,12/28/2012 10:59
3485,142,2,4745.479167,6.75,12/28/2012 11:30
3485,142,2,4745.500046,6.88,12/28/2012 12:00
3485,142,2,4745.520833,6.69,12/28/2012 12:29
3485,142,2,4745.541667,6.88,12/28/2012 13:00
3485,142,2,4745.562546,7,12/28/2012 13:30
3485,142,2,4745.583333,7.5,12/28/2012 13:59
3485,142,2,4745.604167,7.25,12/28/2012 14:30
3485,142,2,4745.625046,7.06,12/28/2012 15:00
3485,142,2,4745.645833,6.75,12/28/2012 15:29
3485,142,2,4745.666667,6.5,12/28/2012 16:00
3485,142,2,4745.687546,5.75,12/28/2012 16:30
3485,142,2,4745.708333,4.25,12/28/2012 16:59
3485,142,2,4745.729167,3.19,12/28/2012 17:30
3485,142,2,4745.750046,2.75,12/28/2012 18:00
3485,142,2,4745.770833,2.19,12/28/2012 18:29
3485,142,2,4745.791667,2.31,12/28/2012 19:00
3485,142,2,4745.812546,1.75,12/28/2012 19:30
3485,142,2,4745.833333,2.06,12/28/2012 19:59
3485,142,2,4745.854167,1.94,12/28/2012 20:30
3485,142,2,4745.875046,2.06,12/28/2012 21:00
3485,142,2,4745.895833,1.75,12/28/2012 21:29
3485,142,2,4745.916667,1.63,12/28/2012 22:00
3485,142,2,4745.937546,1.88,12/28/2012 22:30
3485,142,2,4745.958333,2.13,12/28/2012 22:59
3485,142,2,4745.979167,2.44,12/28/2012 23:30
3485,142,2,4745.999907,2.69,12/28/2012 23:59
3485,142,2,4746.020833,2.94,12/29/2012 0:29
3485,142,2,4746.041713,3.19,12/29/2012 1:00
3485,142,2,4746.062546,3.44,12/29/2012 1:30
3485,142,2,4746.083333,3.5,12/29/2012 1:59
3485,142,2,4746.104213,3.69,12/29/2012 2:30
3485,142,2,4746.124954,3.88,12/29/2012 2:59
3485,142,2,4746.145833,3.94,12/29/2012 3:29
3485,142,2,4746.166667,3.5,12/29/2012 4:00
3485,142,2,4746.187593,3.38,12/29/2012 4:30
3485,142,2,4746.208333,1.25,12/29/2012 4:59
3485,142,2,4746.229167,3.38,12/29/2012 5:30
3485,142,2,4746.250046,4.06,12/29/2012 6:00
3485,142,2,4746.270833,3.88,12/29/2012 6:29
3485,142,2,4746.291667,4.06,12/29/2012 7:00
3485,142,2,4746.312454,4.06,12/29/2012 7:29
3485,142,2,4746.333333,4.06,12/29/2012 7:59
3485,142,2,4746.354167,4.31,12/29/2012 8:30
3485,142,2,4746.375046,4.38,12/29/2012 9:00
3485,142,2,4746.395833,4.81,12/29/2012 9:29
3485,142,2,4746.416667,5.25,12/29/2012 10:00
3485,142,2,4746.437546,5.75,12/29/2012 10:30
3485,142,2,4746.458333,6.94,12/29/2012 10:59
3485,142,2,4746.479167,7.25,12/29/2012 11:30
3485,142,2,4746.500046,7.25,12/29/2012 12:00
3485,142,2,4746.520833,7.63,12/29/2012 12:29
3485,142,2,4746.541667,8.13,12/29/2012 13:00
3485,142,2,4746.562546,8.94,12/29/2012 13:30
3485,142,2,4746.583333,9.31,12/29/2012 13:59
3485,142,2,4746.604213,9.25,12/29/2012 14:30
3485,142,2,4746.645833,9.69,12/29/2012 15:29
3485,142,2,4746.66662,9.06,12/29/2012 15:59
3485,142,2,4746.687546,8.5,12/29/2012 16:30
3485,142,2,4746.708333,7.63,12/29/2012 16:59
3485,142,2,4746.729167,7.88,12/29/2012 17:30
3485,142,2,4746.750046,7.13,12/29/2012 18:00
3485,142,2,4746.770833,6.63,12/29/2012 18:29
3485,142,2,4746.791667,6.44,12/29/2012 19:00
3485,142,2,4746.812546,7.25,12/29/2012 19:30
3485,142,2,4746.833333,6.44,12/29/2012 19:59
3485,142,2,4746.854167,5.13,12/29/2012 20:30
3485,142,2,4746.875046,4.94,12/29/2012 21:00
3485,142,2,4746.895833,4.38,12/29/2012 21:29
3485,142,2,4746.916667,4.88,12/29/2012 22:00
3485,142,2,4746.937546,5.13,12/29/2012 22:30
3485,142,2,4746.958333,4.94,12/29/2012 22:59
3485,142,2,4746.979167,4.69,12/29/2012 23:30
3485,142,2,4747.000046,4.25,12/30/2012 0:00
3485,142,2,4747.020833,3.06,12/30/2012 0:29
3485,142,2,4747.041667,2.69,12/30/2012 1:00
3485,142,2,4747.062546,2,12/30/2012 1:30
13,142,2,4756.750046,9.13,1/8/2013 18:00
13,142,2,4756.770833,8.25,1/8/2013 18:29
13,142,2,4756.791667,7.5,1/8/2013 19:00
13,142,2,4756.812546,7.63,1/8/2013 19:30
13,142,2,4756.833333,7.69,1/8/2013 19:59
13,142,2,4756.854167,7.19,1/8/2013 20:30
13,142,2,4756.875046,7.31,1/8/2013 21:00
13,142,2,4756.895833,7.13,1/8/2013 21:29
13,142,2,4756.916667,7.44,1/8/2013 22:00
13,142,2,4756.937546,7.56,1/8/2013 22:30
13,142,2,4756.958333,7.56,1/8/2013 22:59
13,142,2,4756.979167,7.19,1/8/2013 23:30
13,142,2,4757.000046,7.19,1/9/2013 0:00
13,142,2,4757.020833,7.25,1/9/2013 0:29
13,142,2,4757.041713,6.38,1/9/2013 1:00
13,142,2,4757.062546,5.75,1/9/2013 1:30
13,142,2,4757.083333,5.13,1/9/2013 1:59
13,142,2,4757.104167,4.88,1/9/2013 2:30
13,142,2,4757.125046,4.5,1/9/2013 3:00
13,142,2,4757.145833,4.5,1/9/2013 3:29
13,142,2,4757.166667,4.13,1/9/2013 4:00
13,142,2,4757.187546,4,1/9/2013 4:30
13,142,2,4757.208333,3.63,1/9/2013 4:59
13,142,2,4757.229167,3.5,1/9/2013 5:30
13,142,2,4757.250046,3.38,1/9/2013 6:00
13,142,2,4757.270833,3.38,1/9/2013 6:29
13,142,2,4757.291667,3,1/9/2013 7:00
13,142,2,4757.312546,2.88,1/9/2013 7:30
13,142,2,4757.333287,2.94,1/9/2013 7:59
13,142,2,4757.354167,3.38,1/9/2013 8:30
13,142,2,4757.375046,4.81,1/9/2013 9:00
13,142,2,4757.395833,6.94,1/9/2013 9:29
13,142,2,4757.416667,9.56,1/9/2013 10:00
13,142,2,4757.437546,12.75,1/9/2013 10:30
13,142,2,4757.479167,16.63,1/9/2013 11:30
13,142,2,4757.500046,17.5,1/9/2013 12:00
13,142,2,4757.520833,17.75,1/9/2013 12:29
13,142,2,4757.541667,18.75,1/9/2013 13:00
13,142,2,4757.562546,19.81,1/9/2013 13:30
13,142,2,4757.583333,19.25,1/9/2013 13:59
13,142,2,4757.604167,18.69,1/9/2013 14:30
13,142,2,4757.625046,17.75,1/9/2013 15:00
13,142,2,4757.645833,17.69,1/9/2013 15:29
13,142,2,4757.666667,17.19,1/9/2013 16:00
13,142,2,4757.687546,16.44,1/9/2013 16:30
13,142,2,4757.708333,15.56,1/9/2013 16:59
13,142,2,4757.729167,14.56,1/9/2013 17:30
13,142,2,4757.750046,13.88,1/9/2013 18:00
13,142,2,4757.770833,13.31,1/9/2013 18:29
13,142,2,4757.791667,12.5,1/9/2013 19:00
13,142,2,4757.812546,11.81,1/9/2013 19:30
13,142,2,4757.833333,11.25,1/9/2013 19:59
13,142,2,4757.854167,10.44,1/9/2013 20:30
13,142,2,4757.875046,10.06,1/9/2013 21:00
13,142,2,4757.895833,9.38,1/9/2013 21:29
13,142,2,4757.916667,9.06,1/9/2013 22:00
13,142,2,4757.937546,8.81,1/9/2013 22:30
13,142,2,4757.958333,8.88,1/9/2013 22:59
13,142,2,4757.979167,9.25,1/9/2013 23:30
13,142,2,4757.999907,9.44,1/9/2013 23:59
13,142,2,4758.020833,9.69,1/10/2013 0:29
13,142,2,4758.041667,9.94,1/10/2013 1:00
13,142,2,4758.083333,10.06,1/10/2013 1:59
13,142,2,4758.104167,10.06,1/10/2013 2:30
13,142,2,4758.125046,10.06,1/10/2013 3:00
13,142,2,4758.145833,10.06,1/10/2013 3:29
13,142,2,4758.166667,9.81,1/10/2013 4:00
13,142,2,4758.208333,9.56,1/10/2013 4:59
13,142,2,4758.229167,9.31,1/10/2013 5:30
13,142,2,4758.249954,9.06,1/10/2013 5:59
