netID,wisID,probeID,daysSince1Jan2000,Moisture,time_stamp
6804,500,1,4730.500081,31.82362,12/13/2012 12:00
6804,500,2,4730.500081,36.0242,12/13/2012 12:00
6804,500,1,4730.583275,31.76802,12/13/2012 13:59
6804,500,2,4730.583275,35.9686,12/13/2012 13:59
6804,500,1,4730.640532,31.82362,12/13/2012 15:22
6804,500,2,4730.640532,35.74481,12/13/2012 15:22
6804,500,1,4730.666516,31.59983,12/13/2012 15:59
6804,500,2,4730.666516,35.912305,12/13/2012 15:59
6804,500,1,4730.750081,31.656125,12/13/2012 18:00
6804,500,2,4730.750081,35.80041,12/13/2012 18:00
6804,500,1,4730.769421,33.560425,12/13/2012 18:27
6804,500,2,4730.769421,35.57662,12/13/2012 18:27
6804,500,1,4730.833275,31.82362,12/13/2012 19:59
6804,500,2,4730.833275,35.74481,12/13/2012 19:59
6804,500,1,4730.861366,31.711725,12/13/2012 20:40
6804,500,2,4730.861366,35.74481,12/13/2012 20:40
6804,500,1,4730.916609,33.560425,12/13/2012 21:59
6804,500,2,4730.916609,35.57662,12/13/2012 21:59
6804,500,1,4730.937488,31.43164,12/13/2012 22:29
6804,500,2,4730.937488,35.80041,12/13/2012 22:29
6804,500,1,4731.000081,31.711725,12/14/2012 0:00
6804,500,2,4731.000081,35.74481,12/14/2012 0:00
6804,500,1,4731.020775,31.54423,12/14/2012 0:29
6804,500,2,4731.020775,35.74481,12/14/2012 0:29
6804,500,1,4731.083275,31.43164,12/14/2012 1:59
6804,500,2,4731.083275,35.80041,12/14/2012 1:59
6804,500,1,4731.108542,31.43164,12/14/2012 2:36
6804,500,2,4731.108542,35.688515,12/14/2012 2:36
6804,500,1,4731.166609,31.54423,12/14/2012 3:59
6804,500,2,4731.166609,35.74481,12/14/2012 3:59
6804,500,1,4731.187581,31.37604,12/14/2012 4:30
6804,500,2,4731.187581,35.688515,12/14/2012 4:30
6804,500,1,4731.250081,31.43164,12/14/2012 6:00
6804,500,2,4731.250081,35.688515,12/14/2012 6:00
6804,500,1,4731.270833,31.264145,12/14/2012 6:29
6804,500,2,4731.270833,35.63222,12/14/2012 6:29
