"netID","wisID","probeID","daysSince1Jan2000","Moisture","time_stamp"
0,147,"1",2565.416771,NA,2007-01-09 10:00:09
0,147,"2",2565.416771,NA,2007-01-09 10:00:09
0,147,"1",2565.500104,NA,2007-01-09 12:00:08
0,147,"2",2565.500104,NA,2007-01-09 12:00:08
0,147,"1",2565.5836,NA,2007-01-09 14:00:23
0,147,"2",2565.5836,NA,2007-01-09 14:00:23
0,147,"1",2565.666771,NA,2007-01-09 16:00:09
0,147,"2",2565.666771,NA,2007-01-09 16:00:09
6328,154,"1",2573.499942,NA,2007-01-17 11:59:54
6328,154,"2",2573.499942,NA,2007-01-17 11:59:54
6328,146,"1",2573.500081,53.9876,2007-01-17 12:00:06
6328,146,"2",2573.500081,41.2923,2007-01-17 12:00:06
6328,153,"1",2573.500081,NA,2007-01-17 12:00:06
6328,153,"2",2573.500081,48.0469,2007-01-17 12:00:06
6328,173,"1",2573.500081,NA,2007-01-17 12:00:06
6328,173,"2",2573.500081,NA,2007-01-17 12:00:06
6328,147,"1",2573.500081,NA,2007-01-17 12:00:06
6328,147,"2",2573.500081,NA,2007-01-17 12:00:06
6328,154,"1",2573.583275,NA,2007-01-17 13:59:54
6328,154,"2",2573.583275,NA,2007-01-17 13:59:54
6328,146,"1",2573.583414,53.418,2007-01-17 14:00:06
6328,146,"2",2573.583414,42.0247,2007-01-17 14:00:06
6328,153,"1",2573.583414,NA,2007-01-17 14:00:06
6328,153,"2",2573.583414,48.1283,2007-01-17 14:00:06
6328,173,"1",2573.583414,NA,2007-01-17 14:00:06
6328,173,"2",2573.583414,NA,2007-01-17 14:00:06
6328,147,"1",2573.583414,NA,2007-01-17 14:00:06
6328,147,"2",2573.583414,NA,2007-01-17 14:00:06
6328,146,"1",2573.666563,52.7669,2007-01-17 15:59:51
6328,146,"2",2573.666563,42.2689,2007-01-17 15:59:51
6328,154,"1",2573.666609,NA,2007-01-17 15:59:55
6328,154,"2",2573.666609,68.3105,2007-01-17 15:59:55
