"site","date","year","DOY","mo","day","tmean","tmin","tmax","precip"
"niwot",1949-01-01,1949,"001","01","01",268.210205078125,261.517669677734,270.612335205078,7.54703998565674
"niwot",1949-01-02,1949,"002","01","02",263.588470458984,259.580413818359,270.155792236328,1.06272006034851
"niwot",1949-01-03,1949,"003","01","03",253.910415649414,248.201995849609,268.056304931641,1.10484004020691
"niwot",1949-01-04,1949,"004","01","04",256.699768066406,251.499908447266,265.122863769531,1.32084000110626
"niwot",1949-01-05,1949,"005","01","05",256.419616699219,250.119094848633,263.040618896484,0
"niwot",1949-01-06,1949,"006","01","06",260.277435302734,255.909439086914,267.222534179688,0
"niwot",1949-01-07,1949,"007","01","07",266.03955078125,261.494934082031,274.169311523438,0.838079988956451
"niwot",1949-01-08,1949,"008","01","08",257.939300537109,249.655197143555,273.407684326172,0
"niwot",1949-01-09,1949,"009","01","09",262.459564208984,258.471649169922,267.587371826172,0.00540000014007092
"niwot",1949-01-10,1949,"010","01","10",259.461578369141,253.155136108398,266.449676513672,0.00215999991632998
"niwot",1949-01-11,1949,"011","01","11",258.964691162109,251.169281005859,265.233062744141,0
"niwot",1949-01-12,1949,"012","01","12",263.038269042969,255.617889404297,273.308685302734,0
"niwot",1949-01-13,1949,"013","01","13",266.469421386719,260.674987792969,272.734130859375,0
"niwot",1949-01-14,1949,"014","01","14",267.98486328125,262.169464111328,274.359130859375,0
"niwot",1949-01-15,1949,"015","01","15",260.83154296875,254.792602539062,275.424346923828,0
"niwot",1949-01-16,1949,"016","01","16",256.928009033203,253.501174926758,263.018737792969,0.114479996263981
"niwot",1949-01-17,1949,"017","01","17",259.368194580078,252.663345336914,271.187591552734,0.224639996886253
"niwot",1949-01-18,1949,"018","01","18",260.920806884766,255.566665649414,267.219299316406,0.347760021686554
"niwot",1949-01-19,1949,"019","01","19",260.740814208984,254.388397216797,269.789825439453,0.456839978694916
"niwot",1949-01-20,1949,"020","01","20",259.551513671875,250.2705078125,268.377044677734,0.0302400011569262
"niwot",1949-01-21,1949,"021","01","21",263.374298095703,258.313018798828,270.215362548828,0.198720008134842
"niwot",1949-01-22,1949,"022","01","22",264.766967773438,256.809020996094,274.562622070312,0
"niwot",1949-01-23,1949,"023","01","23",260.866302490234,254.399322509766,273.361755371094,0
"niwot",1949-01-24,1949,"024","01","24",265.861877441406,261.656066894531,272.735198974609,0.990359961986542
"niwot",1949-01-25,1949,"025","01","25",259.537963867188,247.51806640625,272.413116455078,0.313199996948242
"niwot",1949-01-26,1949,"026","01","26",260.445983886719,252.069763183594,268.615631103516,0.671760022640228
"niwot",1949-01-27,1949,"027","01","27",260.99169921875,256.005401611328,266.144500732422,0.00540000014007092
"niwot",1949-01-28,1949,"028","01","28",262.827392578125,258.537139892578,266.970428466797,0.00323999999091029
"niwot",1949-01-29,1949,"029","01","29",258.007049560547,249.480377197266,266.928253173828,0
"niwot",1949-01-30,1949,"030","01","30",258.247161865234,249.705871582031,264.571594238281,0
"niwot",1949-01-31,1949,"031","01","31",255.247100830078,247.861114501953,263.289825439453,0
"niwot",1949-02-01,1949,"032","02","01",257.469848632812,249.611251831055,266.557952880859,0
"niwot",1949-02-02,1949,"033","02","02",262.113037109375,254.278732299805,272.616821289062,0
"niwot",1949-02-03,1949,"034","02","03",266.332183837891,263.106231689453,269.286712646484,0.17603999376297
"niwot",1949-02-04,1949,"035","02","04",262.727661132812,257.464813232422,268.519622802734,0
"niwot",1949-02-05,1949,"036","02","05",261.338745117188,254.648162841797,267.545806884766,0
"niwot",1949-02-06,1949,"037","02","06",260.130493164062,253.878189086914,266.974304199219,0
"niwot",1949-02-07,1949,"038","02","07",265.852630615234,261.293334960938,271.803039550781,1.69343996047974
"niwot",1949-02-08,1949,"039","02","08",260.094146728516,253.201019287109,271.572814941406,0.241919994354248
"niwot",1949-02-09,1949,"040","02","09",262.447387695312,256.537414550781,270.690155029297,0
"niwot",1949-02-10,1949,"041","02","10",266.685791015625,258.788635253906,277.063720703125,0
"niwot",1949-02-11,1949,"042","02","11",269.751068115234,263.212310791016,277.135375976562,0
"niwot",1949-02-12,1949,"043","02","12",271.497985839844,266.395050048828,278.002197265625,0
"niwot",1949-02-13,1949,"044","02","13",265.904174804688,259.179748535156,277.121704101562,0.468719989061356
"niwot",1949-02-14,1949,"045","02","14",262.306579589844,256.178131103516,268.938262939453,0.0669599995017052
"niwot",1949-02-15,1949,"046","02","15",266.805053710938,262.861633300781,273.152587890625,10.7470798492432
"niwot",1949-02-16,1949,"047","02","16",267.227294921875,259.125457763672,278.026611328125,1.5336000919342
"niwot",1949-02-17,1949,"048","02","17",270.988708496094,264.222290039062,278.148071289062,0
"niwot",1949-02-18,1949,"049","02","18",272.370788574219,267.367340087891,278.800109863281,0
"niwot",1949-02-19,1949,"050","02","19",271.066589355469,263.670806884766,278.358032226562,0
"niwot",1949-02-20,1949,"051","02","20",270.418029785156,261.786407470703,280.724029541016,0
"niwot",1949-02-21,1949,"052","02","21",271.255310058594,264.190856933594,278.705413818359,0
"niwot",1949-02-22,1949,"053","02","22",272.029357910156,263.548217773438,282.519165039062,0
"niwot",1949-02-23,1949,"054","02","23",271.654510498047,263.166290283203,279.475555419922,0
"niwot",1949-02-24,1949,"055","02","24",269.959564208984,258.982543945312,281.006622314453,0
"niwot",1949-02-25,1949,"056","02","25",269.940795898438,260.512725830078,278.715911865234,0
