"site","date","year","DOY","mo","day","tmean","tmin","tmax","precip"
"konza",1949-01-01,1949,"001","01","01",266.561431884766,264.327667236328,268.862335205078,0.735479950904846
"konza",1949-01-02,1949,"002","01","02",270.499725341797,266.605773925781,274.518035888672,0.0442800000309944
"konza",1949-01-03,1949,"003","01","03",272.554168701172,271.242065429688,274.482055664062,7.88507986068726
"konza",1949-01-04,1949,"004","01","04",269.421020507812,264.298492431641,275.312866210938,1.12644004821777
"konza",1949-01-05,1949,"005","01","05",264.043395996094,258.839111328125,273.144714355469,0
"konza",1949-01-06,1949,"006","01","06",271.314910888672,267.241485595703,273.578857421875,0
"konza",1949-01-07,1949,"007","01","07",267.878295898438,265.784912109375,272.032379150391,0.537840008735657
"konza",1949-01-08,1949,"008","01","08",272.124298095703,270.057708740234,273.652496337891,0.0550800003111362
"konza",1949-01-09,1949,"009","01","09",266.687072753906,262.157348632812,273.688049316406,3.06180000305176
"konza",1949-01-10,1949,"010","01","10",268.199066162109,262.949676513672,271.185028076172,0.716039955615997
"konza",1949-01-11,1949,"011","01","11",267.955932617188,262.001678466797,275.503051757812,0.0950399935245514
"konza",1949-01-12,1949,"012","01","12",266.823272705078,262.267883300781,273.501678466797,0
"konza",1949-01-13,1949,"013","01","13",268.455688476562,264.302734375,273.697509765625,0.0237599983811378
"konza",1949-01-14,1949,"014","01","14",266.849884033203,261.624877929688,271.588653564453,0.00648000044748187
"konza",1949-01-15,1949,"015","01","15",280.151550292969,269.594360351562,283.694793701172,6.30719995498657
"konza",1949-01-16,1949,"016","01","16",278.815521240234,276.960815429688,281.778747558594,3.4171199798584
"konza",1949-01-17,1949,"017","01","17",264.178192138672,258.003326416016,276.952056884766,0.357480019330978
"konza",1949-01-18,1949,"018","01","18",266.027069091797,263.090454101562,270.19970703125,2.28744006156921
"konza",1949-01-19,1949,"019","01","19",266.984558105469,263.796173095703,269.409210205078,0
"konza",1949-01-20,1949,"020","01","20",269.271514892578,266.860504150391,272.356811523438,0.00756000028923154
"konza",1949-01-21,1949,"021","01","21",266.570556640625,263.102996826172,271.184326171875,0.00107999995816499
"konza",1949-01-22,1949,"022","01","22",261.243225097656,256.189025878906,266.713500976562,0.0237599983811378
"konza",1949-01-23,1949,"023","01","23",273.783813476562,264.781768798828,279.832885742188,0
"konza",1949-01-24,1949,"024","01","24",264.011901855469,259.033111572266,276.536071777344,0
"konza",1949-01-25,1949,"025","01","25",260.124237060547,256.318054199219,263.407135009766,0
"konza",1949-01-26,1949,"026","01","26",266.104736328125,262.785400390625,271.775634765625,0
"konza",1949-01-27,1949,"027","01","27",268.905426025391,266.275390625,271.474365234375,0
