Schizachyrium scoparium,,,(Little Bluestem) Summer 2003 Phenology,,,,,,,,,,,,,
Incomplete plants were removed for curve fitting,,,,,,,,,,,,,,,,
Fit curves per plant,,,,,,,,,,,,,,,,
Plot,Plant,Heat?,Water?,225,231,239,247,253,262,267,276,281,288,297,303,315
2,1,n,n,0,0,0,0,0,1.5,1.5,1.5,2,2.5,3,3.5,3.5
2,2,n,n,0.5,1.5,2,0.5,1.5,1.5,1.5,2,2.5,2.5,3,3.5,3.5
2,3,n,n,0.5,1,3,1.5,1.5,1.5,1.5,1.5,2,2.5,3,3.5,3.5
2,4,n,n,0,0,0,0,0,0.5,1,2,2.25,2.5,3,3.5,3.5
2,5,n,n,0,0,0,0,1.5,1.5,2,2,2.5,2.5,3,3.5,3.5
2,6,n,n,0,0,0,0.5,1.5,1.5,1.5,1.5,2,2.5,3,3.5,3.5
2,7,n,n,0.5,0.5,0.5,1,1.5,1.5,1.5,2,2.5,2.5,3,3.5,3.5
2,8,n,n,0.5,0.5,0.5,0.5,1.5,1.5,1.5,2,2.5,2.5,3,3.5,3.5
2,9,n,n,0.5,0.5,0.5,0.5,1.5,1.5,1.5,1.5,2,2.5,3,3.5,3.5
2,10,n,n,0,0,0.5,1,1.5,1.5,1.5,2,2.5,3,3,3.5,3.5
6,1,n,n,0,0,0,0,0.5,0.5,1.5,2,2.5,2.5,3,3.5,3.5
6,2,n,n,0,0,0.5,1.5,1.5,2,2,2,2.5,2.5,3,3.5,3.5
6,3,n,n,0,0,0,0,0.5,1,1.5,2,3,3,3,3.5,3.5
6,4,n,n,0,0,0,0.5,1,1.5,1.5,2,3,3,3,3.5,3.5
6,5,n,n,0,0,0.5,0.5,1,1,1.5,2,2,2.5,3,3.5,3.5
6,6,n,n,0,0,0,0,0.5,1.5,1.5,2,2,2.5,3,3.5,3.5
6,7,n,n,0,0,0,0,0.5,1,1,2,2.5,2.5,3,3.5,3.5
6,8,n,n,0,0,0,0,0,0,0.5,0.5,1.5,2,3,3.5,3.5
6,9,n,n,0,0,0,0.5,0.5,1,1.5,2,2.5,2.5,3,3.5,3.5
6,10,n,n,0,0,1.5,0,0.5,1.5,2,2,2,2.5,3,3.5,3.5
10,1,n,n,0,0,0.5,2,2,2,2,2,3.5,3.5,3.5,3.5,3.5
10,2,n,n,0,0,1,2,0.5,1.5,2,2,3.5,3.5,3.5,3.5,3.5
10,3,n,n,0,0,0,1,2,2,2,2,3.5,3.5,3.5,3.5,3.5
10,4,n,n,0,0,0,0,0,1.5,1.5,2,2.5,3,3.5,3.5,3.5
10,5,n,n,0,0,0,0,1,1.5,1.5,1.5,3.5,3.5,3.5,3.5,3.5
10,6,n,n,0,0,0,0,1,1.5,1.5,2,2.5,3,3.5,3.5,3.5
14,1,n,n,0,0,0,0,0.5,0.5,0.5,1,2,3,3.5,3.5,3.5
14,2,n,n,0,0,0,0,0.5,1,1,1,2,3,3.5,3.5,3.5
14,3,n,n,0,0,0,0,0.5,1,1,2,2.5,3,3.5,3.5,3.5
14,4,n,n,0,0,0,0,0.5,1,1,1,3,3,3.5,3.5,3.5
14,5,n,n,0,0,0,0,0.5,1,1,1.5,3.5,3.5,3.5,3.5,3.5
14,6,n,n,0,0,0,0,0,0.5,1,2,2.5,3,3.5,3.5,3.5
14,7,n,n,0,0,0,0,1.5,2,2,2.5,3.5,3.5,3.5,3.5,3.5
14,8,n,n,0,0,0,0,0.5,1,2,2.5,2.5,3,3.5,3.5,3.5
14,9,n,n,0,0,0,0,1.5,1.5,1.5,2.5,2.5,3,3.5,3.5,3.5
14,10,n,n,0,0.5,0.5,0.5,0.5,0.5,1.5,2.5,2.5,3,3.5,3.5,3.5
18,1,n,n,0,0,0,0,0.5,1,1,1,2.5,3,3.5,3.5,3.5
18,2,n,n,0,0,0.5,0.5,0.75,1,1.5,1.5,2.5,3,3.5,3.5,3.5
18,3,n,n,0,0,0.5,0.5,1,1.5,1.5,1.5,2,3,3.5,3.5,3.5
18,4,n,n,0,0,0.5,0.5,0.5,1.5,1.5,2,2.5,3,3.5,3.5,3.5
18,5,n,n,0,0,0.5,0.5,1,1.5,1.5,2,3.5,3.5,3.5,3.5,3.5
18,6,n,n,0,0,0.5,0,1,1.5,2,2.5,3,3.5,3.5,3.5,3.5
18,7,n,n,0,0,0,0,1,1,1.5,1.5,3.5,3.5,3.5,3.5,3.5
18,8,n,n,0,0,0,0,1,1,1.5,1.5,2,3.5,3.5,3.5,3.5
18,19,n,n,0,0,0,0,0.5,1,1,2,2.5,3.5,3.5,3.5,3.5
18,10,n,n,0,0,0,0.5,0.5,2,2,2.5,2.5,3.5,3.5,3.5,3.5
4,2,n,y,0,0,0,0,0.5,1,1,1.5,1.5,2,3,3.5,3.5
4,7,n,y,0,0,0,0,0,0.5,2,2,2.5,2.5,3,4,4
8,11,n,y,0,0,0,0,0.5,1.5,1.5,2,2.5,3,3,3.5,3.5
8,12,n,y,0,0,0,0,0.5,1.5,1.5,1.5,2.5,2.5,3,3.5,3.5
8,3,n,y,0,0,0,0,0.5,2,2,2,2.5,3,3,3.5,3.5
8,4,n,y,0,0,0,0,0.5,1,2,2,3.5,3.5,3.5,3.5,3.5
8,5,n,y,0,0,0,0,0,0.5,0.5,1,1,3,3,3.5,3.5
8,6,n,y,0,0,0,0,0,0.5,0.5,1.5,2.5,2.5,3,3.5,3.5
8,7,n,y,0,0,0,0,0,0.5,1,2,2.5,2.5,3,3.5,3.5
