,,,2004 was a leap year,,,42.00,5.56,,,,,,,,,,,,,,,,
,,,,,,5.56 ¡C is base temperature for Linkages = 42 ¡F ,,,,,,,,,,,,,,,,,
,Growing Degree Days - Ambient,,,,,(subtracts 5.56¡),,,Yearly,,,,,,,,,,,,,,
Year,DOE,DOY,Tmax,Tmin,Tavg,Raw GDD,GDD (¡C),,GDD,,,,,,,,,,,,,,
2002,157,157,,,,,,,,,,,,,,,,,,,,,
2002,158,158,,,,,,,,,,,,,,,,,,,,,
2002,159,159,,,,,,,,,,,,,,,,,,,,,
2002,160,160,,,,,,,,,,,,,,,,,,,,,
2002,161,161,,,,,,,,,,,,,,,,,,,,,
2002,162,162,,,,,,,,,,,,,,,,,,,,,
2002,163,163,,,,,,,,,,,,,,,,,,,,,
2002,164,164,,,,,,,,,,,,,,,,,,,,,
2002,165,165,,,,,,,,,,,,,,,,,,,,,
2002,166,166,,,,,,,,,,,,,,,,,,,,,
2002,167,167,,,,,,,,,,,,,,,,,,,,,
2002,168,168,,,,,,,,,,,,,,,,,,,,,
2002,169,169,,,,,,,,,,,,,,,,,,,,,
2002,170,170,,,,,,,,,,,,,,,,,,,,,
2002,171,171,,,,,,,,,,,,,,,,,,,,,
2002,172,172,,,,,,,,,,,,,,,,,,,,,
2002,173,173,,,,,,,,,,,,,,,,,,,,,
2002,174,174,,,,,,,,,,,,,,,,,,,,,
2002,175,175,,,,,,,,,,,,,,,,,,,,,
2002,176,176,,,,,,,,,,,,,,,,,,,,,
2002,177,177,,,,,,,,,,,,,,,,,,,,,
2002,178,178,,,,,,,,,,,,,,,,,,,,,
2002,179,179,,,,,,,,,,,,,,,,,,,,,
2002,180,180,,,,,,,,,,,,,,,,,,,,,
2002,181,181,,,,,,,,,,,,,,,,,,,,,
2002,182,182,,,,,,,,,,,,,,,,,,,,,
2002,183,183,,,,,,,,,,,,,,,,,,,,,
2002,184,184,,,,,,,,,,,,,,,,,,,,,
2002,185,185,,,,,,,,,,,,,,,,,,,,,
2002,186,186,,,,,,,,,,,,,,,,,,,,,
2002,187,187,,,,,,,,,,,,,,,,,,,,,
2002,188,188,,,,,,,,,,,,,,,,,,,,,
2002,189,189,,,,,,,,,,,,,,,,,,,,,
2002,190,190,,,,,,,,,,,,,,,,,,,,,
2002,191,191,,,,,,,,,,,,,,,,,,,,,
2002,192,192,,,,,,,,,,,,,,,,,,,,,
2002,193,193,,,,,,,,,,,,,,,,,,,,,
2002,194,194,,,,,,,,,,,,,,,,,,,,,
2002,195,195,,,,,,,,,,,,,,,,,,,,,
2002,196,196,,,,,,,,,,,,,,,,,,,,,
2002,197,197,,,,,,,,,,,,,,,,,,,,,
2002,198,198,,,,,,,,,,,,,,,,,,,,,
2002,199,199,,,,,,,,,,,,,,,,,,,,,
2002,200,200,,,,,,,,,,,,,,,,,,,,,
2002,201,201,,,,,,,,,,,,,,,,,,,,,
2002,202,202,,,,,,,,,,,,,,,,,,,,,
2002,203,203,,,,,,,,,,,,,,,,,,,,,
2002,204,204,,,,,,,,,,,,,,,,,,,,,
2002,205,205,,,,,,,,,,,,,,,,,,,,,
2002,206,206,,,,,,,,,,,,,,,,,,,,,
2002,207,207,,,,,,,,,,,,,,,,,,,,,
2002,208,208,,,,,,,,,,,,,,,,,,,,,
2002,209,209,,,,,,,,,,,,,,,,,,,,,
2002,210,210,,,,,,,,,,,,,,,,,,,,,
2002,211,211,,,,,,,,,,,,,,,,,,,,,
2002,212,212,,,,,,,,,,,,,,,,,,,,,
2002,213,213,,,,,,,,,,,,,,,,,,,,,
2002,214,214,,,,,,,,,,,,,,,,,,,,,
2002,215,215,,,,,,,,,,,,,,,,,,,,,
2002,216,216,,,,,,,,,,,,,,,,,,,,,
2002,217,217,,,,,,,,,,,,,,,,,,,,,
2002,218,218,,,,,,,,,,,,,,,,,,,,,
2002,219,219,,,,,,,,,,,,,,,,,,,,,
2002,220,220,,,,,,,,,,,,,,,,,,,,,
2002,221,221,,,,,,,,,,,,,,,,,,,,,
2002,222,222,,,,,,,,,,,,,,,,,,,,,
2002,223,223,,,,,,,,,,,,,,,,,,,,,
2002,224,224,,,,,,,,,,,,,,,,,,,,,
2002,225,225,,,,,,,,,,,,,,,,,,,,,
2002,226,226,,,,,,,,,,,,,,,,,,,,,
2002,227,227,,,,,,,,,,,,,,,,,,,,,
2002,228,228,,,,,,,,,,,,,,,,,,,,,
2002,229,229,,,,,,,,,,,,,,,,,,,,,
2002,230,230,,,,,,,,,,,,,,,,,,,,,
2002,231,231,,,,,,,,,,,,,,,,,,,,,
2002,232,232,,,,,,,,,,,,,,,,,,,,,
2002,233,233,,,,,,,,,,,,,,,,,,,,,
2002,234,234,,,,,,,,,,,,,,,,,,,,,
2002,235,235,,,,,,,,,,,,,,,,,,,,,
