"month","type","(Intercept)","temptreat0","SE","t","nsites"
"01","soil",2.51682975346147,-0.75065463606289,0.41552655478213,-1.80651423458718,4
"01","soil",4.52075530062834,-0.262897910032185,NA,NA,NA
"01","soil",0.406072069567911,-0.149769124008465,NA,NA,NA
"01","soil",-0.411347798391222,-0.474169364743436,NA,NA,NA
"01","soil",5.55183944198152,-2.11578214545944,NA,NA,NA
"01","air",-5.20609081999025,0.454731852977844,0.184283605548706,2.46756542245783,4
"01","air",-2.09293041419188,0.439160077161538,NA,NA,NA
"01","air",-7.95426511367108,0.468477997868299,NA,NA,NA
"01","air",-9.5600657922964,0.476510082603365,NA,NA,NA
"01","air",-1.21710195966379,0.434779254277483,NA,NA,NA
"02","soil",2.8343635167808,-0.828081591286632,0.29830737357322,-2.77593403531267,4
"02","soil",5.39094749372556,-0.630335809672257,NA,NA,NA
"02","soil",0.576335562127576,-0.255615853514134,NA,NA,NA
"02","soil",-0.275051546674448,-0.662639608536687,NA,NA,NA
"02","soil",5.64522255798246,-1.76373509342698,NA,NA,NA
"02","air",-3.62352438389727,0.265641798479474,0.155406040750122,1.70934023669388,4
"02","air",-0.32689732948336,0.308231522926609,NA,NA,NA
"02","air",-5.1349812713228,0.246115012074263,NA,NA,NA
"02","air",-8.89240377672082,0.197572187394686,NA,NA,NA
"02","air",-0.139815158101396,0.310648471521829,NA,NA,NA
"03","soil",4.95879045863954,-0.518247454870746,0.253740118755186,-2.04243403610433,4
"03","soil",8.60330553329485,-0.374537276033321,NA,NA,NA
"03","soil",2.44426821883182,-0.146701109257196,NA,NA,NA
"03","soil",0.682658486606463,-0.360955422242494,NA,NA,NA
"03","soil",8.10492959564104,-1.19079601193811,NA,NA,NA
"03","air",0.30941478204695,0.523997760432148,0.198670720155155,2.63751880510085,4
"03","air",3.2095304613673,0.632417685001301,NA,NA,NA
"03","air",-1.24175914847517,0.466007604473867,NA,NA,NA
"03","air",-4.22523497973227,0.354471286496857,NA,NA,NA
"03","air",3.49512279504193,0.643094465757091,NA,NA,NA
"04","soil",8.86674944359427,-0.573021823603654,0.189481662063186,-3.02415451376276,4
"04","soil",13.274424988331,-0.592735084121521,NA,NA,NA
"04","soil",6.26851383798707,-0.287253117685221,NA,NA,NA
"04","soil",3.76210355586202,-0.411076526641263,NA,NA,NA
"04","soil",12.1619553924189,-1.00102256597723,NA,NA,NA
"04","air",5.29440811725915,0.542840103051281,0.172226188078303,3.15190221132038,4
"04","air",8.8058896957936,0.429295835217951,NA,NA,NA
"04","air",2.45216196041257,0.634744546136594,NA,NA,NA
"04","air",1.06401324573321,0.679630536830258,NA,NA,NA
"04","air",8.85556756701179,0.427689494023084,NA,NA,NA
"05","soil",13.6956150573662,-0.256283509930646,0.10519560714815,-2.43625676849524,4
"05","soil",17.2562699663049,-0.400072522849478,NA,NA,NA
"05","soil",11.7245853566521,-0.176687923627716,NA,NA,NA
"05","soil",9.82209333131433,-0.0998600766710991,NA,NA,NA
"05","soil",15.9795115753571,-0.348513516580897,NA,NA,NA
"05","air",11.6359245809015,0.421255922864931,0.202036402519009,2.08504961290477,4
"05","air",14.4017113175374,0.146998159111314,NA,NA,NA
"05","air",9.47913202474361,0.63512530603068,NA,NA,NA
"05","air",8.09740510055875,0.772138522315764,NA,NA,NA
"05","air",14.5654498806735,0.13076170401118,NA,NA,NA
"06","soil",17.3037318789395,-0.0877165466389742,0.115715132534419,-0.758038682735668,4
"06","soil",21.0085985804802,-0.318488686282529,NA,NA,NA
"06","soil",15.0682478416726,0.0515293361358511,NA,NA,NA
"06","soil",13.5374416426735,0.146881598546728,NA,NA,NA
"06","soil",19.6006394493622,-0.230788434858188,NA,NA,NA
"06","air",15.3934679819829,0.446264819213647,0.146634142593797,3.04338956343805,4
"06","air",18.2599081832444,0.244796227281333,NA,NA,NA
"06","air",12.7414752145932,0.632660910234471,NA,NA,NA
"06","air",12.1740452411139,0.672542892676411,NA,NA,NA
"06","air",18.3984432886054,0.235059246688705,NA,NA,NA
"07","soil",20.124681123105,-0.266192002409503,0.188942581807209,-1.40885130214383,4
"07","soil",23.271226986205,-0.688505143548339,NA,NA,NA
"07","soil",18.0415981348026,0.013388641991516,NA,NA,NA
"07","soil",16.9202997113493,0.163883527483525,NA,NA,NA
"07","soil",22.2655996582687,-0.553535035323886,NA,NA,NA
"07","air",18.245410506026,0.571250768790093,0.398459465600232,1.43364838360552,4
"07","air",20.3843385290722,0.145410306812213,NA,NA,NA
"07","air",16.4469078620168,0.0408885713962683,NA,NA,NA
"07","air",15.1488115456449,1.82125764467011,NA,NA,NA
"07","air",21.0015840867623,0.277446552394547,NA,NA,NA
"08","soil",19.4485622480066,-0.106879726933584,0.138339820649589,-0.772588300546577,4
"08","soil",22.471850879773,-0.294236879334287,NA,NA,NA
"08","soil",17.9297500977969,-0.0809110314347589,NA,NA,NA
"08","soil",16.1923499089281,0.270559984759419,NA,NA,NA
"08","soil",21.2002981053646,-0.322930981712177,NA,NA,NA
"08","air",17.0213643950612,0.703195780549256,0.351424557060686,2.00098646045337,4
"08","air",19.6777822962305,0.211721505051412,NA,NA,NA
"08","air",15.4744748340626,0.311272182696967,NA,NA,NA
"08","air",13.3821075400585,1.8121165222324,NA,NA,NA
"08","air",19.5510929103347,0.477672912126238,NA,NA,NA
"09","soil",16.9645566488327,-0.222219223344062,0.265788873446233,-0.836074213576946,4
"09","soil",19.8646678124864,-0.372042759745177,NA,NA,NA
"09","soil",15.1454978602412,-0.134279027129678,NA,NA,NA
"09","soil",13.5426867450898,0.470198302459791,NA,NA,NA
"09","soil",19.3053741777661,-0.852753408996604,NA,NA,NA
"09","air",13.5295567519008,0.767314662650046,0.382819649960579,2.00437637600124,4
"09","air",16.1285037579146,0.108602189809145,NA,NA,NA
"09","air",11.7999637019153,0.329574436469582,NA,NA,NA
"09","air",10.0119486650336,1.81158233264284,NA,NA,NA
"09","air",16.1778108830352,0.819499691628199,NA,NA,NA
"10","soil",12.3038269727147,-0.558430579118288,0.474117862214911,-1.17783071177597,4
"10","soil",14.5325256077675,-0.227638797283875,NA,NA,NA
"10","soil",10.3114856925393,-0.262399129140878,NA,NA,NA
"10","soil",9.5190788810135,0.328075328065898,NA,NA,NA
