date,julian,tree.id,circuit,bcon,bbrk,fbud,fopn,fpst,sex,length,width,lfin,l75,l95,tip,comments
7/11/1991,192,VACO-04,69,BB,100,NA,NA,100,NA,6,0,100,80,100,0,NA
7/11/1991,192,VIAL-01,22,BB,100,NA,NA,100,NA,16,13,100,80,100,0,NA
7/11/1991,192,VIAL-02,47,BB,100,NA,0,0,NA,13,11,100,80,100,0,NA
7/11/1991,192,VIAL-03,67,BB,100,NA,NA,100,NA,15,13,100,80,100,0,NA
7/11/1991,192,VICA-01,7,BB,100,NA,0,0,NA,7,0,100,80,100,0,NA
7/11/1991,192,VICA-02,18,BB,100,NA,0,0,NA,8,0,100,80,100,0,NA
7/11/1991,192,VICA-03,46,BB,100,NA,0,0,NA,11,0,100,80,100,0,NA
4/1/1992,92,ACPE-01,23,MS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,ACPE-02,37,SS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,ACPE-03,42,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,ACPE-04,70,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,ACRU-01,8,MS,0,NA,0,0,M,0,0,0,0,0,0,NA
4/1/1992,92,ACRU-02,35,MS,0,VS,0,0,M,0,0,0,0,0,0,NA
4/1/1992,92,ACRU-03,66,MS,0,MS,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,ACRU-04,77,MS,0,MS,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,ACRU-05,108,MS,0,MS,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,ACSA-01,12,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,ACSA-02,99,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,ACSA-03,105,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,AMSP-01,3,SS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/1/1992,92,AMSP-02,11,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/1/1992,92,AMSP-03,58,NS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/1/1992,92,ARSP-01,65,SS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/1/1992,92,ARSP-02,81,SS,0,MS,0,0,P,0,0,0,0,0,0,NA
4/1/1992,92,ARSP-03,102,NS,0,SS,0,0,P,0,0,0,0,0,0,NA
4/1/1992,92,BEAL-01,15,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,BEAL-02,44,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,BEAL-03,61,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,BELE-01,13,MS,0,SS,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,BELE-02,45,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,BELE-03,83,MS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,BEPA-01,33,SS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,BEPA-02,91,SS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,BEPA-03,92,SS,0,SS,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,BEPA-04,93,SS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,BEPO-01,29,MS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,BEPO-02,60,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,BEPO-03,73,SS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,BEPO-04,76,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,CADE-01,38,SS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,CADE-02,50,SS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,CADE-03,71,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,COAL-01,10,SS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/1/1992,92,COAL-02,16,NS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/1/1992,92,COAL-03,94,NS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/1/1992,92,CRSP-01,34,SS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/1/1992,92,CRSP-02,89,NS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/1/1992,92,CRSP-03,82,SS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/1/1992,92,FAGR-01,21,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,FAGR-02,41,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,FAGR-03,48,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,FAGR-04,96,SS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,FRAM-01,4,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,FRAM-02,95,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,FRAM-03,100,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,FRAM-04,110,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,FRAM-05,103,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,HAVI-01,43,NS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/1/1992,92,HAVI-02,63,NS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/1/1992,92,HAVI-03,84,NS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/1/1992,92,ILVE-01,6,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,ILVE-02,98,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,ILVE-03,19,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,ILVE-04,55,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,KAAN-01,31,NS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/1/1992,92,KAAN-02,53,NS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/1/1992,92,KAAN-03,68,NS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/1/1992,92,KALA-01,40,NS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/1/1992,92,KALA-02,51,NS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/1/1992,92,KALA-03,75,NS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/1/1992,92,LYLI-01,28,NS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/1/1992,92,LYLI-02,27,NS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/1/1992,92,LYLI-03,30,NS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/1/1992,92,NEMU-01,54,MS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,NEMU-02,56,SS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,NEMU-03,80,MS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,NYSY-01,39,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,NYSY-02,59,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,NYSY-03,62,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,PIST-01,2,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,PIST-02,32,MS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,PIST-03,74,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,PIST-04,109,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,POTR-02,111,SS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,POTR-03,104,SS,0,BB,85,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,PRSE-01,5,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/1/1992,92,PRSE-02,90,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/1/1992,92,PRSE-03,106,MS,0,MS,0,0,P,0,0,0,0,0,0,NA
4/1/1992,92,QUAL-01,20,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,QUAL-02,78,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,QUAL-03,97,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,QURU-01,17,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,QURU-02,64,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,QURU-03,88,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,QURU-04,107,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,QUVE-01,25,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,QUVE-02,72,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,QUVE-03,85,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,QUVE-04,87,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,RHSP-01,36,SS,0,MS,0,0,P,0,0,0,0,0,0,NA
4/1/1992,92,RHSP-02,57,SS,0,MS,0,0,P,0,0,0,0,0,0,NA
4/1/1992,92,RHSP-03,79,SS,0,MS,0,0,P,0,0,0,0,0,0,NA
4/1/1992,92,SAPU-01,9,MS,0,VS,0,0,P,0,0,0,0,0,0,NA
4/1/1992,92,SAPU-02,101,VS,0,VS,0,0,P,0,0,0,0,0,0,NA
4/1/1992,92,SAPU-03,14,MS,0,VS,0,0,P,0,0,0,0,0,0,NA
4/1/1992,92,TSCA-01,24,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,TSCA-02,49,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,TSCA-03,86,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/1/1992,92,VACO-01,1,SS,0,MS,0,0,P,0,0,0,0,0,0,NA
4/1/1992,92,VACO-02,26,MS,0,MS,0,0,P,0,0,0,0,0,0,NA
4/1/1992,92,VACO-03,52,MS,0,VS,0,0,P,0,0,0,0,0,0,NA
4/1/1992,92,VACO-04,69,MS,0,MS,0,0,P,0,0,0,0,0,0,NA
4/1/1992,92,VIAL-01,22,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/1/1992,92,VIAL-02,47,NS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/1/1992,92,VIAL-03,67,NS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/1/1992,92,VICA-01,7,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/1/1992,92,VICA-02,18,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/1/1992,92,VICA-03,46,SS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/7/1992,98,ACPE-01,23,MS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,ACPE-02,37,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,ACPE-03,42,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,ACPE-04,70,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,ACRU-01,8,MS,0,MS,0,0,M,0,0,0,0,0,0,NA
4/7/1992,98,ACRU-02,35,MS,0,MS,0,0,M,0,0,0,0,0,0,NA
4/7/1992,98,ACRU-03,66,MS,0,MS,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,ACRU-04,77,MS,0,MS,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,ACRU-05,108,MS,0,MS,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,ACSA-01,12,SS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,ACSA-02,99,SS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,ACSA-03,105,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,AMSP-01,3,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/7/1992,98,AMSP-02,11,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/7/1992,98,AMSP-03,58,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/7/1992,98,ARSP-01,65,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/7/1992,98,ARSP-02,81,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/7/1992,98,ARSP-03,102,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/7/1992,98,BEAL-01,15,MS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,BEAL-02,44,SS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,BEAL-03,61,SS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,BELE-01,13,MS,0,SS,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,BELE-02,45,SS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,BELE-03,83,MS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,BEPA-01,33,MS,0,SS,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,BEPA-02,91,MS,0,SS,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,BEPA-03,92,MS,0,SS,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,BEPA-04,93,MS,0,SS,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,BEPO-01,29,VS,0,MS,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,BEPO-02,60,MS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,BEPO-03,73,MS,0,SS,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,BEPO-04,76,MS,0,SS,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,CADE-01,38,MS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,CADE-02,50,SS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,CADE-03,71,MS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,COAL-01,10,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/7/1992,98,COAL-02,16,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/7/1992,98,COAL-03,94,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/7/1992,98,CRSP-01,34,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/7/1992,98,CRSP-02,89,SS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/7/1992,98,CRSP-03,82,SS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/7/1992,98,FAGR-01,21,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,FAGR-02,41,MS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,FAGR-03,48,SS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,FAGR-04,96,MS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,FRAM-01,4,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,FRAM-02,95,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,FRAM-03,100,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,FRAM-04,110,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,FRAM-05,103,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,HAVI-01,43,NS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/7/1992,98,HAVI-02,63,NS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/7/1992,98,HAVI-03,84,NS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/7/1992,98,ILVE-01,6,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,ILVE-02,98,SS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,ILVE-03,19,SS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,ILVE-04,55,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,KAAN-01,31,SS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/7/1992,98,KAAN-02,53,NS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/7/1992,98,KAAN-03,68,NS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/7/1992,98,KALA-01,40,NS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/7/1992,98,KALA-02,51,NS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/7/1992,98,KALA-03,75,NS,0,SS,0,0,P,0,0,0,0,0,0,NA
4/7/1992,98,LYLI-01,28,NS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/7/1992,98,LYLI-02,27,SS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/7/1992,98,LYLI-03,30,SS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/7/1992,98,NEMU-01,54,MS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,NEMU-02,56,SS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,NEMU-03,80,SS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,NYSY-01,39,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,NYSY-02,59,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,NYSY-03,62,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,PIST-01,2,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,PIST-02,32,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,PIST-03,74,SS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,PIST-04,109,SS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,POTR-02,111,SS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,POTR-03,104,SS,0,BB,100,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,PRSE-01,5,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/7/1992,98,PRSE-02,90,VS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/7/1992,98,PRSE-03,106,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/7/1992,98,QUAL-01,20,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,QUAL-02,78,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,QUAL-03,97,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,QURU-01,17,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,QURU-02,64,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,QURU-03,88,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,QURU-04,107,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,QUVE-01,25,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,QUVE-02,72,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,QUVE-03,85,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,QUVE-04,87,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,RHSP-01,36,SS,0,MS,0,0,P,0,0,0,0,0,0,NA
4/7/1992,98,RHSP-02,57,SS,0,MS,0,0,P,0,0,0,0,0,0,NA
4/7/1992,98,RHSP-03,79,SS,0,MS,0,0,P,0,0,0,0,0,0,NA
4/7/1992,98,SAPU-01,9,VS,0,VS,0,0,P,0,0,0,0,0,0,NA
4/7/1992,98,SAPU-02,101,VS,0,VS,0,0,P,0,0,0,0,0,0,NA
4/7/1992,98,SAPU-03,14,VS,0,VS,0,0,P,0,0,0,0,0,0,NA
4/7/1992,98,TSCA-01,24,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,TSCA-02,49,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,TSCA-03,86,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/7/1992,98,VACO-01,1,MS,0,MS,0,0,P,0,0,0,0,0,0,NA
4/7/1992,98,VACO-02,26,MS,0,MS,0,0,P,0,0,0,0,0,0,NA
4/7/1992,98,VACO-03,52,MS,0,VS,0,0,P,0,0,0,0,0,0,NA
4/7/1992,98,VACO-04,69,MS,0,VS,0,0,P,0,0,0,0,0,0,NA
4/7/1992,98,VIAL-01,22,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/7/1992,98,VIAL-02,47,NS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/7/1992,98,VIAL-03,67,SS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/7/1992,98,VICA-01,7,VS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/7/1992,98,VICA-02,18,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/7/1992,98,VICA-03,46,SS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/13/1992,104,ACPE-01,23,MS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/13/1992,104,ACPE-02,37,MS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/13/1992,104,ACPE-03,42,MS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/13/1992,104,ACPE-04,70,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/13/1992,104,ACRU-01,8,MS,0,MS,0,0,M,0,0,0,0,0,0,NA
4/13/1992,104,ACRU-02,35,MS,0,MS,0,0,M,0,0,0,0,0,0,NA
4/13/1992,104,ACRU-03,66,MS,0,MS,0,0,NA,0,0,0,0,0,0,NA
4/13/1992,104,ACRU-04,77,MS,0,MS,0,0,NA,0,0,0,0,0,0,NA
4/13/1992,104,ACRU-05,108,MS,0,MS,0,0,NA,0,0,0,0,0,0,NA
4/13/1992,104,ACSA-01,12,MS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/13/1992,104,ACSA-02,99,NS,0,SS,0,0,NA,0,0,0,0,0,0,NA
4/13/1992,104,ACSA-03,105,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/13/1992,104,AMSP-01,3,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/13/1992,104,AMSP-02,11,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/13/1992,104,AMSP-03,58,SS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/13/1992,104,ARSP-01,65,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/13/1992,104,ARSP-02,81,MS,0,MS,0,0,P,0,0,0,0,0,0,NA
4/13/1992,104,ARSP-03,102,NS,0,MS,0,0,P,0,0,0,0,0,0,NA
4/13/1992,104,BEAL-01,15,MS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/13/1992,104,BEAL-02,44,MS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/13/1992,104,BEAL-03,61,MS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/13/1992,104,BELE-01,13,MS,0,MS,0,0,NA,0,0,0,0,0,0,NA
4/13/1992,104,BELE-02,45,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/13/1992,104,BELE-03,83,MS,0,NS,0,0,NA,0,0,0,0,0,0,NA
4/13/1992,104,BEPA-01,33,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/13/1992,104,BEPA-02,91,SS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/13/1992,104,BEPA-03,92,SS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/13/1992,104,BEPA-04,93,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/13/1992,104,BEPO-01,29,MS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/13/1992,104,BEPO-02,60,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/13/1992,104,BEPO-03,73,MS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/13/1992,104,BEPO-04,76,SS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/13/1992,104,CADE-01,38,MS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/13/1992,104,CADE-02,50,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/13/1992,104,CADE-03,71,SS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/13/1992,104,COAL-01,10,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/13/1992,104,COAL-02,16,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/13/1992,104,COAL-03,94,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/13/1992,104,CRSP-01,34,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/13/1992,104,CRSP-02,89,NS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/13/1992,104,CRSP-03,82,MS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/13/1992,104,FAGR-01,21,MS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/13/1992,104,FAGR-02,41,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/13/1992,104,FAGR-03,48,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/13/1992,104,FAGR-04,96,MS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/13/1992,104,FRAM-01,4,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/13/1992,104,FRAM-02,95,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/13/1992,104,FRAM-03,100,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/13/1992,104,FRAM-04,110,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/13/1992,104,FRAM-05,103,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/13/1992,104,HAVI-01,43,NS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/13/1992,104,HAVI-02,63,SS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/13/1992,104,HAVI-03,84,NS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/13/1992,104,ILVE-01,6,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/13/1992,104,ILVE-02,98,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/13/1992,104,ILVE-03,19,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/13/1992,104,ILVE-04,55,NS,0,NA,0,0,NA,0,0,0,0,0,0,NA
4/13/1992,104,KAAN-01,31,NS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/13/1992,104,KAAN-02,53,NS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/13/1992,104,KAAN-03,68,NS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/13/1992,104,KALA-01,40,NS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/13/1992,104,KALA-02,51,NS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/13/1992,104,KALA-03,75,NS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/13/1992,104,LYLI-01,28,NS,0,NA,0,0,P,0,0,0,0,0,0,NA
4/13/1992,104,LYLI-02,27,NS,0,NA,0,0,P,0,0,0,0,0,0,NA
