Site,Tag,Species,SeedOrigin,Chamber,ChSide,ChRow,ChCol,GermDate,SpringSeeder,CensInDate,DatePlanted,DeathDate,PossibleDeathDate,CensorDate,Path_Harvest,MIA,Status,Phen_04.15.10,Phen_04.21.10,Phen_04.30.10,Phen_05.17.10,Phen_05.24.10,Phen_06.16.10,Phen_07.07.10,Phen_08.02.10,Phen_04.20.11,Phen_05.05.11,Phen_05.26.11,Phen_06.13.11,Phen_07.26.11,Phen_02.27.12,Phen_03.07.12,Phen_03.15.12,Phen_03.21.12,Phen_03.26.12,Phen_04.03.12,Phen_04.12.12,Phen_04.17.12,Phen_05.04.12,Phen_05.09.12,Phen_05.31.12,Phen_07.16.12,Phen_08.13.12,Phen_05.13.14
HF,8105,acru,NC_Orange_Planted_B,G09_5,1,4,6,5/31/2012,NA,NA,5/16/2011,NA,NA,NA,NA,9/23/2013,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6,6,NA
HF,11279,litu,KY_NA_Planted_B,G09_5,1,5,2,7/26/2011,NA,NA,3/17/2010,9/23/2013,5/31/2012,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,NA,1,1,2,1,1,1,2,1,1,1,1,NA
HF,3387,acru,MA_Worcester_Natural,G09_5,1,6,4,4/21/2010,NA,NA,NA,5/17/2010,NA,NA,NA,NA,0,NA,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,9764,list,GA_NA_Planted_A,G09_5,1,6,6,9/28/2009,NA,NA,6/17/2009,7/7/2010,NA,NA,NA,NA,0,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,8816,acba,LA_NA_Planted_A,G09_5,1,7,3,5/5/2011,NA,NA,10/20/2010,5/31/2012,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,6,6,1,NA,1,1,1,1,4,4,4,4,NA,NA,NA,NA
HF,8820,acba,LA_NA_Planted_A,G09_5,1,7,3,5/5/2011,NA,NA,10/20/2010,5/31/2012,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,6,6,1,NA,1,1,1,1,3,3,3,3,4,NA,NA,NA
HF,8857,acba,LA_NA_Planted_A,G09_5,1,7,3,5/5/2011,NA,NA,10/20/2010,5/31/2012,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,6,6,1,NA,1,1,1,1,1,1,1,1,4,NA,NA,NA
HF,8814,acru,unkn,G09_5,1,12,5,5/11/2011,NA,NA,NA,2/27/2012,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,9682,magr,NC_Durham_Planted_A,G09_5,1,13,2,8/2/2010,NA,NA,10/26/2009,4/20/2011,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,3115,bepa,MA_Worcester_Natural,G09_5,1,15,7,7/7/2010,NA,NA,NA,NA,NA,8/13/2012,NA,NA,0,NA,NA,NA,NA,NA,NA,5,6,3,5,6,5,6,2,NA,2,2,3,3,5,5,5,6,6,6,6,NA
HF,2096,acru,NC_Orange_Planted_A,G09_5,1,17,5,4/15/2010,NA,NA,6/17/2009,6/16/2010,NA,NA,NA,NA,0,4,5,5,4,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,9635,beun,MA_Worcester_Natural,G09_5,1,17,7,8/2/2010,NA,NA,NA,4/20/2011,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
HF,11397,pist,MA_Worcester_Natural,G09_5,1,19,2,5/26/2011,NA,NA,NA,7/16/2012,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,1,NA,1,1,2,2,2,2,3,3,4,5,NA,NA
